timestamp,raw_acc_x,raw_acc_y,raw_acc_z,raw_omega_x,raw_omega_y,raw_omega_z,comp_acc_x,comp_acc_y,comp_acc_z,comp_omega_x,comp_omega_y,comp_omega_z,ship_acc_x,ship_acc_y,ship_acc_z,ship_omega_x,ship_omega_y,ship_omega_z
80.4,-0.634241920547505,-2.625787082873916,9.967724429563466,0.09720250379249391,-0.02684415763272895,-0.0007549615417259477,-0.714941290614375,0.1253016645730832,9.780437445366653,-0.0022474738277610666,-0.02436138501503668,-0.0005641730966152938,0.0007326986788362489,-2.4676608198873478,9.492652009174284,0.0999381430437705,4.0188549827001e-05,-1.8747023526758373e-05
80.71,-0.5360952551094037,-2.3212143254588713,9.846034720783946,0.12514788440412475,-0.03389027715452505,-0.0010193548485096316,-0.6012546423192374,0.14677156965850166,9.755199309646033,-0.00411419602233241,-0.03285025523001721,-0.0006956240743007143,-0.002607641447910888,-2.1400271469913963,9.573151631360338,0.12825224460889909,-9.397990234789835e-05,9.04086312029455e-05
80.715,-0.5670963292501966,-2.2853262516496797,9.737384452196675,0.12651982711418455,-0.034039407827487204,-0.00066016879152044,-0.5999924585693672,0.14561859777984773,9.754810539723117,-0.00413101813802849,-0.032962990760008,-0.0007008915121915269,-0.0013169416187571047,-2.1285126293995673,9.578403330926314,0.12913375617426565,0.00020187083299099266,-3.4701217237059266e-05
80.72,-0.5505815808765249,-2.26614060322393,9.94798669955004,0.12601393603036898,-0.03463949192198073,-0.000498862731742225,-0.5986801997363783,0.14448956731985033,9.753866973120296,-0.004144112682644816,-0.03307290144897096,-0.0007054466010153284,0.002378649959337804,-2.1169767544646416,9.578176506122164,0.12992323351932872,-0.0001213720365632886,2.689759780229221e-05
80.725,-0.6001211409116396,-2.271422888220225,10.000563041314784,0.12663083216731044,-0.03437995489263039,-0.0006501436676391149,-0.5973672694073755,0.14342977453060635,9.7527546286797,-0.0041558606358189755,-0.03318292552882458,-0.0007066757892874654,-2.6368186379598057e-05,-2.1057248893684437,9.586261000545319,0.130682873460383,-0.00010428443230982949,-7.556615731224742e-05
80.73,-0.5379260578418651,-2.26697198423828,9.640243514026412,0.1255357124256103,-0.03463262305866293,-0.0006555028720536217,-0.5960778806610944,0.14242607574411656,9.751446342197225,-0.004174207522586033,-0.0332927676985529,-0.0007053353047881355,0.0024545676457417924,-2.0920307793408863,9.586558004578215,0.1317363460064398,-9.139324693524647e-05,-5.551600911544141e-05
80.735,-0.5501868670248111,-2.251454335601954,9.763184632929024,0.12812712619249023,-0.03448646699413587,-0.0009716526997970629,-0.594760376285954,0.14147044867439665,9.749451163180566,-0.004201756686422793,-0.03340132057465106,-0.0007037398911480329,0.0024545676457417924,-2.0920307793408863,9.586558004578215,0.1317363460064398,-9.139324693524647e-05,-5.551600911544141e-05
80.74,-0.5603970731150991,-2.286656783144537,9.933831879586196,0.12784152057381612,-0.03471788668287221,-0.000936115132802197,-0.5933992516595012,0.1405386189053751,9.746890187520927,-0.0042293497356515174,-0.033507859620236766,-0.000704687480768934,0.0033425620351924426,-2.0799103147320053,9.586565756346447,0.13248010720429065,-0.00011986624602745131,7.702080571326209e-05
80.745,-0.5864703606832985,-2.2305357667138352,9.966061965335554,0.1282880616508901,-0.0350573246620449,-0.0007355044012637508,-0.5920604049606139,0.13961024158479074,9.744291894162773,-0.004253033364621328,-0.033613339343990065,-0.0007088713451624374,0.0033425620351924426,-2.0799103147320053,9.586565756346447,0.13248010720429065,-0.00011986624602745131,7.702080571326209e-05
80.75,-0.5878297472441957,-2.2495398768765438,9.963530387662544,0.12806168775126014,-0.03487195668789274,-0.0007366612022698409,-0.590807963923712,0.13873185282955924,9.741889830923187,-0.004274414434248622,-0.03371892650409944,-0.0007146063425080907,-0.0015006069791771326,-2.0658032403787905,9.588621353842706,0.1335061863994674,6.567492033689177e-05,4.644901091269233e-05
80.755,-0.5832838877968733,-2.262354718622175,10.124299426886887,0.12896194875006448,-0.034890427135240744,-0.0006992184112256882,-0.5896575845483604,0.13789259726621425,9.73985429687955,-0.004294036253951739,-0.03382369950950591,-0.0007205923423476744,-0.0015006069791771326,-2.0658032403787905,9.588621353842706,0.1335061863994674,6.567492033689177e-05,4.644901091269233e-05
80.76,-0.5556050932135176,-2.2628342408226243,9.990841906124935,0.12956186973547837,-0.03558126148522468,-0.000835708846629057,-0.5885643247243277,0.1370062503038887,9.738337406519152,-0.004313872209670899,-0.03392887490347117,-0.0007270468578155034,0.0010558966345638261,-2.0521479724337226,9.591241291062792,0.13417237568007115,-0.00012941861448229901,0.00014011775823119998
80.765,-0.5747593641977831,-2.230991421520804,9.963441932860047,0.12996071965165146,-0.03554079941408097,-0.0005454475970607012,-0.5874885519455219,0.13605512162984384,9.737174139704138,-0.0043330912494639814,-0.0340370466776861,-0.0007341696667179436,0.0010558966345638261,-2.0521479724337226,9.591241291062792,0.13417237568007115,-0.00012941861448229901,0.00014011775823119998
80.77,-0.5706824592028266,-2.2249211022534494,9.980336058164953,0.13029087408390053,-0.035505565086499276,-0.0011183009308932971,-0.5864411466925175,0.13510016633583194,9.736176510032406,-0.004347670671317074,-0.03414753463797067,-0.000742554560423488,0.0008254257238099989,-2.041282082549948,9.595955092482667,0.1349883279396944,-0.00017432892515362964,-5.929029891423526e-05
80.775,-0.583058212007181,-2.203479984332938,9.981584253020158,0.13025170396708635,-0.03540472737442632,-0.0005058626357712758,-0.5854452199566968,0.1341958491252537,9.735339770619197,-0.004357415727197934,-0.03425743144924024,-0.0007520324806411507,0.0008254257238099989,-2.041282082549948,9.595955092482667,0.1349883279396944,-0.00017432892515362964,-5.929029891423526e-05
80.78,-0.5210289469222724,-2.226185786400902,9.964321961265478,0.1310740279049457,-0.0359843361501193,-0.0007261103953185151,-0.5844567998598957,0.13332770660831977,9.734651572262836,-0.004367719426991367,-0.034366820607503235,-0.0007596590237536011,-0.0026354142945025465,-2.0261091177214934,9.597740978455423,0.13574129535157403,8.858376129915146e-06,4.535818310376427e-05
80.785,-0.5481000130768933,-2.182158569119773,9.97077320816711,0.1315362780593785,-0.036306922003700504,-0.0005733065172846387,-0.5833920242378537,0.13247197635328922,9.734073803376969,-0.004379262029909344,-0.03448036573642391,-0.0007644848298003986,-0.0026354142945025465,-2.0261091177214934,9.597740978455423,0.13574129535157403,8.858376129915146e-06,4.535818310376427e-05
80.79,-0.5210686783248843,-2.195504895497126,9.944273031911322,0.1319262773332056,-0.03618090294144313,-0.0009162019594824667,-0.5822251671873014,0.1316641430886235,9.733569558172592,-0.004386662719176093,-0.034600388080535824,-0.0007682077148715601,-0.0009705647675639097,-2.0127212252309414,9.600557716727348,0.1367086564460301,8.831885623353205e-05,3.5720101403991165e-05
80.795,-0.5653762066211803,-2.1872141808368055,9.989544973657145,0.1323261308301463,-0.03600657320442401,-0.0010791075151990546,-0.5809872509270293,0.1309140741752392,9.733133945930446,-0.004388044965189012,-0.03472400621471092,-0.0007734387174890801,-0.0009705647675639097,-2.0127212252309414,9.600557716727348,0.1367086564460301,8.831885623353205e-05,3.5720101403991165e-05
80.8,-0.5621890610081942,-2.1881948251631247,9.934433805904586,0.13278934186381075,-0.036090278059671375,-0.000718689427388182,-0.5797473124461253,0.13019518066461483,9.732772539107417,-0.004385389264273211,-0.03484800343525617,-0.0007809032188556746,0.0025237966631937894,-2.000690726356295,9.60378513001617,0.13751001578148,-4.599844735594003e-06,-9.92349069240879e-05
80.805,-0.5437617911522491,-2.2006745306681075,9.94691181139052,0.13322137298496067,-0.0366664459770933,-0.00040002240615420964,-0.5785334412525778,0.12947725101808108,9.732433049948337,-0.004379429255957525,-0.034972534599366216,-0.0007864310006123435,0.0025237966631937894,-2.000690726356295,9.60378513001617,0.13751001578148,-4.599844735594003e-06,-9.92349069240879e-05
80.81,-0.5654352900981185,-2.1723157620387705,9.941456960473515,0.13349099944728338,-0.03685876330147231,-0.0009672802352387698,-0.5773371149920933,0.12874290822204593,9.732084386073282,-0.004370810357445206,-0.03510020873630801,-0.0007877206754169932,0.0010835183795538275,-1.9898543176781018,9.605884662690059,0.13829692533735527,3.911237015707026e-06,-6.337675513361557e-06
80.815,-0.5211306520869512,-2.1627231562287625,9.967650154717745,0.13341740649517525,-0.03650168941253591,-0.0008250705012893677,-0.5761450370663552,0.12802616128319755,9.731757448711681,-0.004362591397313662,-0.03523054534766601,-0.0007877309873692102,0.0010835183795538275,-1.9898543176781018,9.605884662690059,0.13829692533735527,3.911237015707026e-06,-6.337675513361557e-06
80.82,-0.5943562340007555,-2.143200798696436,10.082683293096872,0.13425994951874598,-0.036280050781877266,-0.0009249304258092759,-0.5749648079880572,0.1273718432732877,9.731606659082134,-0.004357031332464937,-0.0353585918235855,-0.0007887289905083568,0.0013686603876446907,-1.9744138507814155,9.612050045854721,0.13920525384396235,-9.862329222682038e-06,1.759617019377038e-05
80.825,-0.5174955054207331,-2.1781598211109077,9.954472111281193,0.13483825025976096,-0.03673270148444037,-0.00118188322595863,-0.5738228191391817,0.1267659324776092,9.731736798574198,-0.0043519866695927185,-0.03548158774659312,-0.000792101422267846,0.0013686603876446907,-1.9744138507814155,9.612050045854721,0.13920525384396235,-9.862329222682038e-06,1.759617019377038e-05
80.83,-0.43967649851019974,-2.1510187970005354,9.825562821265892,0.13433700911026297,-0.03641785689048947,-0.0004790864919681595,-0.5725730604631821,0.1261451378702182,9.731865079811959,-0.004351203861285931,-0.035599994257684286,-0.0007969905648624479,0.0033634098196057395,-1.9632376028714658,9.613068857536302,0.13992394338088204,4.1122690236484346e-05,-5.783304425334945e-05
80.835,-0.5389959929191509,-2.1364021104925173,10.107525214038828,0.13541297164144483,-0.037071888450027964,-0.0007458382095395169,-0.5711076913557122,0.1255088603189639,9.731895115230499,-0.0043601352024321555,-0.03571489021117678,-0.0007994250409429361,0.0033634098196057395,-1.9632376028714658,9.613068857536302,0.13992394338088204,4.1122690236484346e-05,-5.783304425334945e-05
80.84,-0.5235581191159963,-2.0934945120851545,9.97169777776241,0.13591203591973142,-0.037243628097677006,-0.0003354302021196291,-0.5695520313411889,0.1249435949181648,9.732120305987344,-0.0043718868266906,-0.035829586483042464,-0.0007973965735730404,-0.000351710626100865,-1.9486120983099853,9.61459699672253,0.1406456944801039,3.5926170565255795e-05,-8.776593747263762e-05
80.845,-0.5366937548832967,-2.1400742170496883,9.960226272429098,0.1360410405200785,-0.03684547910436375,-0.0007428629433005049,-0.5679932650080015,0.12448284456906368,9.732524244353245,-0.004380464339345771,-0.03594460588928132,-0.0007910217374847509,-0.000351710626100865,-1.9486120983099853,9.61459699672253,0.1406456944801039,3.5926170565255795e-05,-8.776593747263762e-05
80.85,-0.5378469464033144,-2.098178185025362,9.963167032758385,0.13611857269909197,-0.03735581445849996,-0.0008221142255305607,-0.5664419939662432,0.124084632258149,9.732947266521272,-0.004388465513276594,-0.03605777824350968,-0.0007826355760122528,0.001039374499869813,-1.9339566264413788,9.616159032019192,0.14134424064059428,0.00010932332580117755,1.3265659051212322e-05
80.855,-0.5365287562648905,-2.1123127198544145,9.964671061978061,0.13733465429569858,-0.037004716915496554,-0.000513373463573281,-0.5649148498454879,0.12373955648165039,9.733386327471653,-0.00439557907298414,-0.03616899479568164,-0.0007738760314414279,0.001039374499869813,-1.9339566264413788,9.616159032019192,0.14134424064059428,0.00010932332580117755,1.3265659051212322e-05
